Hotel Name,Room Type,Single Bed,Double Bed,Price
Secret Studio Lux SPECIAL OFFER,Standard Studio,No,Yes,"₹ 9,509"
Hotel Spree-idyll,Double Room Spreeseite,No,Yes,"₹ 9,639"
Apartments Berlin Bornimer Straße,Superior Suite,No,Yes,"₹ 12,734"
Ruhige Zimmer im Grünen,Queen Room with Garden View,No,Yes,"₹ 5,813"
Apart Hotel Ferdinand Berlin,Double Room,No,No,"₹ 7,540"
City Hotel Gotland,Small Double Room,No,Yes,"₹ 11,054"
Pension Freiraum Guesthouse Berlin,Economy Double Room,No,Yes,"₹ 10,104"
Heart of Berlin Penthouse with cozy Terrace & Gym,One-Bedroom Apartment,No,Yes,"₹ 3,307"
Lux Apartment in Charlottenberg,Apartment,No,No,"₹ 8,277"
MODERN plus AC plus SelfCheckIn,Apartment,Yes,Yes,"₹ 8,764"
Metropol Hostel Berlin,Twin Room,Yes,No,"₹ 7,639"
DämeritzSeehotel,Double Room,No,Yes,"₹ 11,741"
Cosy loft style Apartment in Berlin Wilmersdorf,Studio,No,Yes,"₹ 10,749"
Seminaris CampusHotel Berlin,Standard Double Room,No,Yes,"₹ 9,758"
Ferienwohnung Kreuzberg,One-Bedroom Apartment,Yes,No,"₹ 16,339"
Gold Palais Hotel,Small Double Room,No,Yes,"₹ 12,254"
DE SIGNATURE,One-Bedroom Apartment,No,Yes,"₹ 12,651"
limehome Berlin Neue Straße,Suite with Sofa Bed,No,Yes,"₹ 12,115"
limehome Berlin Prenzlauer Allee - Digital Access,Suite,No,Yes,"₹ 13,972"
Hotel Pension Bernstein am Kurfürstendamm,Standard Triple Room,Yes,No,"₹ 10,666"
Gästehaus Pauline,Studio Apartment,No,Yes,"₹ 8,931"
primeflats - Apartments Genter Berlin-Wedding,Two-Bedroom Apartment,No,Yes,"₹ 9,095"
Hotel Adele,Classic Double Room,No,Yes,"₹ 10,253"
Rooftop Loft Berlin Mitte and Bikes,Apartment with Terrace,No,Yes,"₹ 16,454"
Schlosshotel Berlin by Patrick Hellmann,DeLuxe Room,No,Yes,"₹ 23,222"
Raja Jooseppi Apartments,Studio Apartment Plus with a separate Kitchen and Balcony (44 m2),Yes,No,"₹ 9,013"
Motel Home Berlin,Double Room,No,Yes,"₹ 9,197"
DORMERO Hotel Berlin Ku'damm,Standard Room,No,No,"₹ 9,396"
Sezer B&A UG,Budget Double Room,Yes,No,"₹ 5,705"
Fantastic 2 Bedroom Apartment,Apartment,Yes,No,"₹ 8,517"
Zimmervermietung Berlin Mertens,Studio,Yes,Yes,"₹ 7,143"
Apartment Hotel Wittenau,Studio Apartment,Yes,No,"₹ 15,033"
Berl Inn,Double Room,No,Yes,"₹ 8,755"
Mr(s)STiL Design Apartments,One-Bedroom Apartment,No,Yes,"₹ 15,999"
FAMILY at Mauerpark plus SelfCheckIn plus Street Parking,Apartment,Yes,Yes,"₹ 14,139"
West Side Story 3,One-Bedroom Apartment,Yes,No,"₹ 8,186"
Privatzimmer zentrale West-Berlin,Double Room with Private Bathroom,No,Yes,"₹ 7,359"
Vacay Altbau at Rathaus Neukölln,One-Bedroom House,No,Yes,"₹ 4,521"
West Side Story 4,One-Bedroom Apartment,Yes,No,"₹ 8,186"
Business apartment in Berlin,Two-Bedroom Apartment,Yes,Yes,"₹ 23,812"
Wohlfühl-Insel Ideal zentral 76 qm Berlin-Mitte,Two-Bedroom House,No,Yes,"₹ 7,141"
Upper Deluxe Berlin,One-Bedroom Apartment,No,Yes,"₹ 11,787"
Upper Deluxe Berlin/6 People,Two-Bedroom Apartment,No,Yes,"₹ 36,721"
West Side Story5rooms/10 people,Apartment,Yes,No,"₹ 45,682"
Köpenick 43 mit WLAN,Three-Bedroom House,No,Yes,"₹ 14,808"
Architect's Penthouse With Rooftop in Kreuzberg,One-Bedroom Apartment,No,Yes,"₹ 37,207"
Dream of Imaginations in the Heart of 24 hr Part of the City,One-Bedroom Apartment,No,Yes,"₹ 6,698"
Lovely Apartment in the near of Kudamm,Apartment,Yes,Yes,"₹ 11,659"
Cozy 2 room apartment next to Hermannstraße,Apartment,No,Yes,"₹ 15,131"
Ferienwohnung Berlin BER,One-Bedroom Apartment,No,Yes,"₹ 11,493"
Spacious Design Apartment,Loft,Yes,Yes,"₹ 37,207"
Nice apartment in Berlin Pankow 8,One-Bedroom Apartment,Yes,No,"₹ 10,749"
Stylish Loft Apartment plus SelfCheckIn plus Street Parking,Apartment,No,Yes,"₹ 24,639"
Loft Apart plus AC plus SelfCheckIn,Apartment,No,Yes,"₹ 15,213"
Cosy Apartment plus Self Checkin plus free Street parking,Apartment,No,Yes,"₹ 11,245"
Spacious Family Apartment with 2 Bedrooms,Apartment,No,Yes,"₹ 20,754"
Haven Glebe,Standard Queen Room - Haven,No,Yes,"₹ 14,729"
ibis Styles Sydney Central,Standard Queen Room,No,Yes,"₹ 14,096"
ibis Sydney Airport,Standard Double Room,No,Yes,"₹ 8,629"
CKS Sydney Airport Hotel,Standard Queen Room,No,Yes,"₹ 8,945"
Quest Macquarie Park,Studio Apartment,No,Yes,"₹ 8,787"
Hyatt Regency Sydney,King Room,No,Yes,"₹ 18,249"
The Tank Stream Sydney,Standard Queen Room,No,Yes,"₹ 18,227"
Rydges World Square,Deluxe King Room,No,No,"₹ 15,574"
Travelodge Hotel Sydney Airport,Queen Room,No,Yes,"₹ 10,456"
"Castlereagh Boutique Hotel, Ascend Hotel Collection",Boutique Double Room - Free Wifi,No,Yes,"₹ 15,895"
Quest Mascot,Studio Apartment,No,Yes,"₹ 9,052"
Mercure Sydney,Standard King Room,No,Yes,"₹ 17,047"
ibis Sydney World Square,Standard Double Room,No,Yes,"₹ 15,574"
ibis Budget - Enfield,Standard Queen Room,No,Yes,"₹ 7,050"
Hyde Park Inn,Deluxe Studio,Yes,Yes,"₹ 16,530"
Novotel Sydney International Airport,Superior King Room,No,Yes,"₹ 12,680"
ibis budget Sydney East,Quadruple Room,No,No,"₹ 14,417"
Stamford Plaza Sydney Airport Hotel & Conference Centre,Superior Twin Room,No,Yes,"₹ 11,467"
Sydney RiseOn Hotel,Deluxe King Room,No,Yes,"₹ 10,725"
Megaboom City Hotel,Premium King Room,No,Yes,"₹ 14,168"
ibis Sydney Darling Harbour,Standard Twin Room,Yes,No,"₹ 18,944"
Sydney Park Hotel,King Room with Shared Bathroom,No,Yes,"₹ 9,790"
ibis budget Sydney Airport,Classic Queen Room,No,Yes,"₹ 8,997"
Courtyard by Marriott Sydney-North Ryde,"Guest Room, 1 King",No,Yes,"₹ 9,944"
"Hotel Indigo Sydney Potts Point, an IHG Hotel",Standard King Room,No,Yes,"₹ 18,894"
"Meriton Suites George Street, Parramatta",One Bedroom Mini Suite,No,Yes,"₹ 11,049"
Great Southern Hotel Sydney,Standard Queen Room,No,Yes,"₹ 15,364"
Mercure Sydney Wynyard,Standard King Room,No,Yes,"₹ 17,445"
Amora Hotel Jamison Sydney,Deluxe King Room,No,Yes,"₹ 18,952"
Adge Hotel and Residences,Adge Queen,No,Yes,"₹ 17,661"
Aiden by Best Western Darling Harbour,Queen Room with Mobility Accessible Roll-In Shower,No,Yes,"₹ 20,309"
Rydges Sydney Central,Superior King Room,No,No,"₹ 16,784"
Nightcap at the Ranch Hotel,Queen and Single Studio,Yes,Yes,"₹ 9,075"
Hotel Urban St Leonards,Urban King,No,Yes,"₹ 11,463"
Novotel Sydney Darling Harbour,Superior Queen Room,No,Yes,"₹ 16,945"
Adina Apartment Hotel Sydney Town Hall,Standard Studio,Yes,Yes,"₹ 19,415"
The Strand Hotel,Deluxe,No,Yes,"₹ 22,335"
Novotel Sydney Brighton Beach,Standard King Room,No,Yes,"₹ 12,785"
"Holiday Inn Express Sydney Airport, an IHG Hotel",Standard Room,Yes,Yes,"₹ 12,259"
Oxford House,Standard Iona Room,No,Yes,"₹ 21,597"
Quest Macquarie Park,Studio Apartment,No,Yes,"₹ 8,787"
The Capitol Hotel Sydney,Deluxe King Room,No,Yes,"₹ 13,819"
Royal Hotel Ryde,Twin Room with Shared Bathroom,Yes,No,"₹ 5,363"
Moxy Sydney Airport,Moxy Queen Sleeper,No,Yes,"₹ 11,523"
Haven Glebe,Standard Queen Room - Haven,No,Yes,"₹ 14,729"
Hilton Sydney,Deluxe King Room,No,Yes,"₹ 26,789"
"HOTEL MORRIS SYDNEY, Handwritten Collection",PICCOLO QUEEN,No,Yes,"₹ 17,837"
Quest Mascot,Studio Apartment,No,Yes,"₹ 9,052"
Garden Lodge Sydney Hotel,Deluxe Queen Room,No,Yes,"₹ 10,139"
Quality Inn Sunshine Haberfield,Queen Room - Non-Smoking,No,Yes,"₹ 9,253"
The Grace Hotel,Signature Superior King Room,No,Yes,"₹ 22,046"
Sir Stamford Circular Quay,Superior Twin Room,No,Yes,"₹ 19,437"
The Clovelly Hotel,Queen Room,No,Yes,"₹ 12,101"
Adina Apartment Hotel Sydney Town Hall,Standard Studio,Yes,Yes,"₹ 19,415"
Mantra 2 Bond Street,Studio Apartment,No,Yes,"₹ 18,363"
Pullman Sydney Airport,Superior King Room,No,Yes,"₹ 13,212"
"Holiday Inn Darling Harbour, an IHG Hotel",Standard Room,Yes,Yes,"₹ 16,258"
"Crowne Plaza Sydney Darling Harbour, an IHG Hotel",Standard Room,No,No,"₹ 22,572"
Vibe Hotel North Sydney,Deluxe Double or Twin Room,No,No,"₹ 15,579"
Rydges Sydney Airport Hotel,Superior Queen Room,No,Yes,"₹ 15,732"
Sydney Potts Point Central Apartment Hotel,Queen Studio,No,Yes,"₹ 14,233"
Shangri-La Sydney,Deluxe Darling Harbour King,No,Yes,"₹ 20,257"
Mercure Sydney Macquarie Park,Standard Queen Room,No,Yes,"₹ 11,796"
Novotel Sydney Darling Square,Superior King Room,No,Yes,"₹ 16,942"
Best Western Plus Camperdown Suites,Deluxe Double Room with Kitchenette and Balcony,No,Yes,"₹ 13,228"
"Holiday Inn Express Sydney Macquarie Park, an IHG Hotel",Standard Room - Bed Type Allocated on Check-in,Yes,Yes,"₹ 14,153"
ibis Budget - St Peters,Standard Queen Room,No,Yes,"₹ 7,997"
Darcy's Hotel,Standard King Room with Shared Bathroom,No,Yes,"₹ 6,887"
Mercure Sydney Manly Warringah,Standard Queen Room,No,Yes,"₹ 12,746"
Sofitel Sydney Darling Harbour,Superior King Room - Accessible,No,Yes,"₹ 27,833"
The Fullerton Hotel Sydney,Heritage Superior King Room - Low floor,No,Yes,"₹ 31,253"
Central Studio Hotel Sydney,Superior King Room,No,Yes,"₹ 16,861"
"Holiday Inn Sydney Airport, an IHG Hotel",Standard Room,No,No,"₹ 13,101"
W Sydney,Wonderful King Room with City View,No,Yes,"₹ 42,039"
The North Shore Hotel,Standard Room,No,Yes,"₹ 8,609"
Capella Sydney,Deluxe King Room,No,Yes,"₹ 44,723"
Medusa Hotel Sydney,Premium Deluxe Room,No,Yes,"₹ 16,196"
No 9 Springfield,Heritage Queen Room,No,Yes,"₹ 13,782"
Holiday Inn Sydney Potts Point,Standard Double Room,No,Yes,"₹ 14,714"
Coogee Sands Hotel & Apartments,Studio with Courtyard,No,No,"₹ 15,250"
View Sydney,North Sydney Queen Room,No,Yes,"₹ 18,645"
Rydges Parramatta,Superior King Room,No,Yes,"₹ 10,733"
Sydney Potts Point Central Apartment Hotel,Queen Studio,No,Yes,"₹ 14,233"
Novotel Sydney Central,Standard King Room,No,Yes,"₹ 20,993"
Quest St Leonards,Studio Superior,No,No,"₹ 12,791"
Vibe Hotel Sydney Darling Harbour,Double or Twin Room,No,No,"₹ 21,256"
"Adina Apartment Hotel Sydney, Darling Harbour",Premier One-Bedroom Apartment with Aquarium or Courtyard Views,No,Yes,"₹ 22,209"
QT Sydney,QT King Room,No,Yes,"₹ 23,519"
Coogee Bay Hotel,Double Room,No,Yes,"₹ 12,643"
The Sydney Boulevard Hotel,Deluxe Harbour Room,No,No,"₹ 22,098"
A by Adina Sydney,Studio King,No,Yes,"₹ 22,572"
Park Regis City Centre,Standard Double or Twin Room,Yes,Yes,"₹ 19,941"
Song Hotel Sydney,Premium Queen Room,No,Yes,"₹ 14,064"
Penshurst Hotel,Deluxe Double Room,No,Yes,"₹ 8,368"
The Sebel Sydney Manly Beach,Standard Studio,No,Yes,"₹ 20,467"
Oaks Sydney Castlereagh Suites,Studio - City View,No,Yes,"₹ 17,310"
Meriton Suites Mascot Central,One-Bedroom Suite - Disability Access,No,No,"₹ 13,575"
Adina Apartment Hotel Coogee Sydney,Queen Studio,No,Yes,"₹ 18,894"
"PARKROYAL Darling Harbour, Sydney",Superior Twin Room,No,Yes,"₹ 16,896"
57Hotel,Double Room,No,Yes,"₹ 15,694"
Regents Court Sydney,Superior Studio,No,Yes,"₹ 16,185"
Sydney Harbour Marriott Hotel at Circular Quay,"Deluxe City View King, Guest room, 1 King",No,Yes,"₹ 30,990"
Fraser Suites Sydney,Deluxe Studio,No,Yes,"₹ 18,596"
"Meriton Suites Campbell Street, Sydney",Studio Luxury Suite,No,Yes,"₹ 16,574"
"Adina Apartment Hotel Sydney, Darling Harbour",Premier One-Bedroom Apartment with Aquarium or Courtyard Views,No,Yes,"₹ 22,209"
Neutral Bay Lodge,Budget Double Room with Shared Bathroom,No,Yes,"₹ 6,981"
Vibe Hotel Sydney,Vibe Queen Room,No,Yes,"₹ 17,473"
Veriu Green Square,Comfy Queen,No,Yes,"₹ 13,112"
Sofitel Sydney Wentworth,Superior King Room,No,Yes,"₹ 21,099"
The Darling at The Star,Darling King Room,No,Yes,"₹ 37,357"
A by Adina Sydney,Studio King,No,Yes,"₹ 22,572"
Ryde Inn,Queen Room,No,Yes,"₹ 9,471"
Quest Chatswood,Studio Apartment,No,Yes,"₹ 10,577"
Meridian Hotel Hurstville,Queen Room,No,Yes,"₹ 8,927"
"Pier One Sydney Harbour, Autograph Collection",Bridge View Room,No,Yes,"₹ 30,464"
Melton Hotel Auburn,Economy Twin Room with Shared Bathroom,Yes,No,"₹ 4,893"
Kingsgrove Hotel,Deluxe Double Room,No,Yes,"₹ 8,833"
Oasis on Beamish Hotel,King Room with Shared Bathroom,No,Yes,"₹ 7,330"
Metro Aspire Hotel Sydney,Premium Double Room,No,Yes,"₹ 13,799"
Best Western Plus Hotel Stellar,"Studio, 1 Queen Bed",No,Yes,"₹ 16,778"
Metro Hotel Marlow Sydney Central,Deluxe Double Room,No,Yes,"₹ 15,785"
The Blue Hotel Bondi,Blue Suite,No,Yes,"₹ 18,684"
Swissotel Sydney,Premier King Room,No,Yes,"₹ 22,460"
Twin Towers Inn,Standard Queen Room,No,Yes,"₹ 10,470"
PARKROYAL Parramatta,Superior King Room,No,Yes,"₹ 13,101"
Royal Exhibition Hotel,Standard Double Room,No,Yes,"₹ 13,460"
"Crowne Plaza Sydney Burwood, an IHG Hotel",Standard Room,No,Yes,"₹ 13,890"
The Old Clare Hotel,King Room - Connell,No,No,"₹ 26,781"
Mantra Parramatta,Studio,Yes,Yes,"₹ 10,470"
Oaks Sydney Castlereagh Suites,Studio - City View,No,Yes,"₹ 17,310"
Travelodge Hotel Hurstville Sydney,King or Twin Room,No,No,"₹ 11,854"
The Porter House Hotel Sydney - MGallery,Accessible Classic Twin Room,Yes,No,"₹ 20,941"
Citadines Connect Sydney Airport,Premium Economy,No,No,"₹ 13,890"
Studio 8 Residences - Adults Only,Deluxe Queen Studio,No,Yes,"₹ 9,212"
Silkari Suites at Chatswood,Executive Studio,No,Yes,"₹ 11,721"
Adina Apartment Hotel Coogee Sydney,Queen Studio,No,Yes,"₹ 18,894"
Crown Towers Sydney,Deluxe King Room,No,Yes,"₹ 49,146"
Radisson Blu Plaza Hotel Sydney,Standard Double Room - Atrium View,No,Yes,"₹ 24,466"
The Branksome Hotel & Residences,Studio Deluxe Suite,No,No,"₹ 11,326"
Citadines Walker North Sydney,Studio,No,Yes,"₹ 15,608"
"Hotel Harry, Ascend Hotel Collection",Standard Double Room - Non-Smoking,No,Yes,"₹ 16,837"
Crown Hotel Surry Hills,Superior Queen Room,No,Yes,"₹ 18,180"
The General Gordon,Queen Room,No,Yes,"₹ 16,234"
Mercure Sydney Martin Place,Classic Queen Room,No,Yes,"₹ 19,444"
Harbour Rocks Hotel Sydney,Heritage Queen Room,No,Yes,"₹ 23,156"
Coogee Bay Boutique Hotel,Boutique District View,No,No,"₹ 18,055"
Value Suites Green Square,Queen Suite,No,Yes,"₹ 10,774"
Metro Apartments On Darling Harbour,One-Bedroom Apartment,No,Yes,"₹ 19,415"
Greenacre Hotel,Queen Room with Shared Bathroom,No,Yes,"₹ 4,525"
The Hughenden Boutique Hotel,Queen Room - Pet Friendly,No,Yes,"₹ 15,880"
The York by Swiss-Belhotel,One Bedroom Suite,No,Yes,"₹ 20,182"
"Holiday Inn & Suites - Parramatta Marsden Street, an IHG Hotel",Standard Room,No,Yes,"₹ 11,786"
Quest North Sydney,One-Bedroom Apartment,No,Yes,"₹ 15,890"
"InterContinental Sydney, an IHG Hotel",1 King Classic City View,No,Yes,"₹ 26,150"
Regents Court Sydney,Superior Studio,No,Yes,"₹ 16,185"
"Crowne Plaza Sydney Coogee Beach, an IHG Hotel",2 Double Beds Pool View Room with Balcony,No,Yes,"₹ 23,479"
Charing Cross Hotel,Queen Room,No,Yes,"₹ 7,840"
"Meriton Suites Kent Street, Sydney",Studio Luxury Suite,No,Yes,"₹ 16,574"
The Urban Newtown,Queen Studio,No,Yes,"₹ 11,365"
"Holiday Inn Parramatta, an IHG Hotel",Standard Room,No,Yes,"₹ 10,418"
Fraser Suites Sydney,Deluxe Studio,No,Yes,"₹ 18,596"
Kirketon Hotel Sydney,Premium Double Room,No,Yes,"₹ 11,773"
Mantra Hotel at Sydney Airport,King Studio,No,No,"₹ 11,523"
Granville Hotel,Economy Queen with Shared Facilities,No,Yes,"₹ 4,946"
Hotel Hacienda,El Nido,No,Yes,"₹ 8,738"
Manly Pacific Sydney MGallery Collection,Standard Queen Room,No,Yes,"₹ 24,940"
Grand Hotel Sydney,Double Room with Shared Bathroom,No,Yes,"₹ 9,347"
Royal Pacific Hotel,Executive King Room,No,No,"₹ 11,266"
Adina Apartment Hotel Chippendale,One-Bedroom Apartment,No,Yes,"₹ 18,652"
"Holiday Inn & Suites Sydney Bondi Junction, an IHG Hotel",Standard Room,No,Yes,"₹ 17,889"
Grand Hotel Rockdale,Double Room with Shared Bathroom,No,Yes,"₹ 5,854"
Macleay Hotel,Studio with District View,No,Yes,"₹ 14,759"
Rydges Sydney Harbour,Queen Room,No,Yes,"₹ 27,307"
Rendezvous Hotel Sydney The Rocks,Standard Queen With Balcony,No,Yes,"₹ 28,650"
Comfort Inn & Suites Burwood,Single Room,No,Yes,"₹ 9,790"
Crystalbrook Albion,Queen Room - Cosy,No,Yes,"₹ 20,960"
Horse and Jockey Hotel Homebush,Queen Room with Shared Bathroom,No,Yes,"₹ 8,892"
Meriton Suites Zetland,Studio Suite,No,Yes,"₹ 13,943"
Hotel St Leonards,Standard Double Room,No,Yes,"₹ 8,806"
Veriu Green Square,Comfy Queen,No,Yes,"₹ 13,112"
Ace Hotel Sydney,Small Room - Queen or King,No,Yes,"₹ 22,094"
Hurstville Ritz Hotel,Double Room with Shared Bathroom,No,Yes,"₹ 5,854"
Four Seasons Hotel Sydney,Deluxe Partial Harbour King Room,No,Yes,"₹ 29,622"
UNO Hotel Sydney,Studio,No,Yes,"₹ 11,249"
"Meriton Suites Pitt Street, Sydney",Studio Luxury Suite,No,Yes,"₹ 16,574"
Quest Chatswood,Studio Apartment,No,Yes,"₹ 10,577"
Stay at Hotel Steyne,Queen Room,No,Yes,"₹ 21,646"
The Lurline Randwick,Studio,No,Yes,"₹ 11,385"
Punthill Parramatta,Studio Apartment,No,Yes,"₹ 13,627"
Zara Tower – Luxury Suites and Apartments,Sky Room,No,Yes,"₹ 23,705"
Criterion Hotel Sydney,Deluxe Family Room,Yes,Yes,"₹ 29,468"
Strathfield Executive Accommodation,Standard Double Suite,No,Yes,"₹ 11,525"
Shakespeare Hotel,Queen Room with Shared Bathroom - 2,No,Yes,"₹ 9,839"
Arthur's Hotel Bondi Junction,Deluxe Double Room,No,Yes,"₹ 12,496"
ibis Budget Sydney Olympic Park,Standard Twin Room,Yes,No,"₹ 9,892"
Campsie Hotel,Double Room with Shared Bathroom,No,Yes,"₹ 4,948"
Illinois Hotel,Queen Room with Shared Bathroom,No,Yes,"₹ 7,313"
Spicers Potts Point,King Room - Disability Access,No,Yes,"₹ 27,307"
Veriu Broadway,Junior Suite,No,Yes,"₹ 20,783"
Strathfield Hotel,Twin Room with Shared Bathroom,Yes,No,"₹ 5,658"
Hotel Ravesis,Queen Room with Side View,No,Yes,"₹ 28,128"
YEHS Hotel Sydney QVB,Compact Queen Room,No,Yes,"₹ 13,485"
"InterContinental Sydney Double Bay, an IHG Hotel",Double or Twin Room,No,No,"₹ 40,198"
Quest at Sydney Olympic Park,Studio,No,No,"₹ 14,267"
Mantra Parramatta,Studio,Yes,Yes,"₹ 10,470"
Southern Cross Hotel,Standard Queen Room,No,Yes,"₹ 11,758"
The Woolstore 1888 by Ovolo,Queen Room - Shoebox,No,Yes,"₹ 20,121"
Markets Hotel,Standard Double Room,Yes,Yes,"₹ 9,247"
YEHS Hotel Sydney CBD,Queen Room,No,Yes,"₹ 12,713"
Bayswater Boutique Lodge,Superior Twin/Triple Studio with Ensuite Bathroom,Yes,Yes,"₹ 18,436"
Silkari Suites at Chatswood,Executive Studio,No,Yes,"₹ 11,721"
Sydney Boutique Hotel,Family Room,Yes,Yes,"₹ 13,234"
Mariners Court Hotel Sydney,Queen Room,No,Yes,"₹ 14,088"
Adina Apartment Hotel Bondi Beach Sydney,One-Bedroom Apartment,No,Yes,"₹ 27,847"
MGSM Executive Hotel & Conference Centre,Standard Queen Room,No,Yes,"₹ 9,839"
Meriton Suites North Ryde,Studio Suite,No,Yes,"₹ 12,365"
Pullman Sydney Hyde Park,Superior King Room with Hyde Park View,No,Yes,"₹ 23,624"
Adina Apartment Hotel Sydney Airport,Studio,Yes,Yes,"₹ 11,890"
SKYE Suites Green Square,Studio 46,No,Yes,"₹ 21,546"
202 Elizabeth,The Surry,No,Yes,"₹ 24,150"
The Miller Hotel North Sydney,Deluxe Queen Room,No,Yes,"₹ 12,365"
Rosehill Hotel,Double Room with Shared Bathroom,No,Yes,"₹ 5,363"
"Meriton Suites Church Street, Parramatta",One-Bedroom Suite,No,Yes,"₹ 13,417"
Mantra Sydney Central,Studio Queen,No,Yes,"₹ 17,837"
SKYE Suites Sydney,Deluxe Studio Suite,No,Yes,"₹ 26,992"
Lakemba Hotel,Superior Queen Room,No,Yes,"₹ 6,630"
Vulcan Hotel Sydney,Superior Queen Room,No,Yes,"₹ 13,150"
"Aerotel Sydney (Arrivals B, International Terminal 1)",Double Room (Overnight Stay),No,Yes,"₹ 15,200"
APX Parramatta,Executive One-Bedroom Apartment (Limited Housekeeping),No,Yes,"₹ 9,249"
The Branksome Hotel & Residences,Studio Deluxe Suite,No,No,"₹ 11,326"
Fiori Apartments,Studio Apartment,No,Yes,"₹ 10,233"
"Meriton Suites Sussex Street, Sydney",Studio Luxury Suite,No,Yes,"₹ 19,994"
The Albert Mosman,Superior Heritage Suite,No,Yes,"₹ 36,778"
Rydges Camperdown,Superior Queen Room,No,Yes,"₹ 14,943"
Rydges Darling Square Apartment Hotel,Superior Studio,No,Yes,"₹ 18,363"
Citadines Walker North Sydney,Studio,No,Yes,"₹ 15,608"
Marco Polo Motor Inn Sydney,Standard Queen Room,No,Yes,"₹ 9,040"
SKYE Hotel Suites Parramatta,Deluxe Skye Suite,No,Yes,"₹ 22,256"
"Kimpton Margot Sydney, an IHG Hotel",Premium King Room,No,Yes,"₹ 28,602"
QT Bondi,King Studio,No,Yes,"₹ 29,149"
Bondi 38 Serviced Apartments,Two-Bedroom Apartment with Ocean View and Balcony,No,Yes,"₹ 41,080"
Establishment Hotel,Studio,No,Yes,"₹ 27,264"
The Langham Sydney,Deluxe Room with City View,No,Yes,"₹ 58,542"
APX World Square,Standard Studio with Balcony (Limited Housekeeping),No,Yes,"₹ 15,634"
Peppers Manly Beach,Non Refurbish Studio with Ocean View,No,Yes,"₹ 26,392"
Bridgeview Hotel Willoughby,Standard Double Room with Shared Bathroom,No,Yes,"₹ 6,838"
Meriton Suites Chatswood,One-Bedroom Modern Suite,No,Yes,"₹ 11,375"
Meriton Suites Waterloo,Studio Suite,No,Yes,"₹ 18,941"
Devere Hotel,Superior Double Room with Free Wi-Fi,No,Yes,"₹ 8,496"
Metro Apartments on King,One-Bedroom Apartment,No,Yes,"₹ 18,363"
Hotel Challis Potts Point,Small Double Room,No,Yes,"₹ 13,974"
Mantra on Kent,Studio Apartment,No,Yes,"₹ 18,363"
Mantra Chatswood,One-Bedroom Apartment,No,Yes,"₹ 13,627"
Wentworth Hotel,Budget Double Room - Shared Bathroom,No,Yes,"₹ 5,735"
Metro Apartments On Darling Harbour,One-Bedroom Apartment,No,Yes,"₹ 19,415"
Pullman Sydney Olympic Park,Superior King Room - Disability Access,No,Yes,"₹ 17,837"
The Blenheim,Queen Room,No,Yes,"₹ 13,991"
Wiley Park Hotel,Triple Room with Private Bathroom,Yes,Yes,"₹ 7,330"
"Four Points by Sheraton Sydney, Central Park",Premium King Room,No,Yes,"₹ 19,415"
The Jensen Potts Point,Double Room with Shared Bathroom,No,Yes,"₹ 12,175"
Nesuto Parramatta,Studio Queen Apartment,No,Yes,"₹ 11,006"
Veriu Central,Micro Double,No,Yes,"₹ 16,311"
