Hotel Name,Free WiFi,Family rooms,Non-smoking rooms,Restaurant,Bar,Heating,Lift,Breakfast Cuisine 1,Breakfast Cuisine 2,Breakfast Cuisine 3
Nightcap at Excelsior Hotel,yes,yes,no,yes,yes,yes,no,,,
Laneways by Ovolo,yes,no,no,yes,yes,no,yes,Continental,,
Haven Glebe,no,no,no,yes,no,no,no,Vegetarian,Vegan,Gluten-free
Hotel Challis Potts Point,yes,yes,no,no,no,no,no,,,
The Darling at The Star,no,no,no,no,no,yes,no,Full English/Irish,Asian,
Moxy Sydney Airport,no,yes,no,no,no,no,no,Vegetarian,Vegan,Gluten-free
Adge Hotel and Residences,yes,yes,yes,no,no,yes,yes,,,
Hyatt Regency Sydney,no,no,no,no,yes,no,no,Continental,,
Vibe Hotel Sydney Darling Harbour,no,no,no,no,yes,yes,no,Continental,Full English/Irish,Gluten-free
Hotel Urban St Leonards,no,no,no,yes,no,yes,yes,,,
Adina Apartment Hotel Chippendale,no,yes,no,no,no,no,no,,,
Holiday Inn Sydney Potts Point,no,no,no,yes,no,no,yes,Continental,Full English/Irish,Vegetarian
Medusa Hotel Sydney,yes,no,yes,no,no,yes,no,,,
Spicers Potts Point,no,no,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
"West Hotel Sydney, Curio Collection by Hilton",no,no,no,yes,yes,yes,yes,Continental,,
Coogee Bay Hotel,no,no,no,yes,yes,no,no,,,
The Tank Stream Sydney,yes,no,no,yes,yes,no,no,Full English/Irish,,
"Holiday Inn Express Sydney Macquarie Park, an IHG Hotel",yes,no,no,no,no,no,no,Continental,Vegetarian,Gluten-free
Citadines Connect Sydney Airport,no,no,no,no,yes,no,no,,,
Watsons Bay Boutique Hotel,no,yes,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
Ace Hotel Sydney,no,no,no,no,yes,no,no,,,
Pullman Sydney Hyde Park,yes,no,no,no,no,no,no,Continental,American,
"Crowne Plaza Sydney Coogee Beach, an IHG Hotel",no,no,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
Hilton Sydney,no,yes,yes,no,no,no,no,Full English/Irish,,
"Pier One Sydney Harbour, Autograph Collection",no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
"Holiday Inn Parramatta, an IHG Hotel",no,no,no,no,no,yes,no,Continental,Vegetarian,Gluten-free
ibis Styles Sydney Central,yes,yes,no,no,no,yes,no,Continental,Full English/Irish,Vegetarian
The Lurline Randwick,yes,no,no,no,no,yes,no,Continental,Full English/Irish,Vegetarian
Hotel Ravesis,no,no,no,yes,yes,no,no,,,
The Sydney Boulevard Hotel,no,no,no,no,no,yes,yes,Continental,Vegetarian,Halal
The Blue Hotel Bondi,yes,no,yes,yes,no,yes,yes,,,
Veriu Green Square,yes,yes,no,yes,no,no,no,,,
View Sydney,no,no,no,yes,yes,no,no,Continental,Full English/Irish,Vegetarian
Studio 8 Residences - Adults Only,no,no,no,no,no,no,yes,,,
Novotel Sydney Brighton Beach,no,yes,no,yes,no,no,no,Continental,Full English/Irish,Vegetarian
Coogee Bay Boutique Hotel,yes,no,no,yes,yes,no,no,,,
Novotel Sydney International Airport,no,yes,no,yes,no,no,no,Continental,Full English/Irish,Vegetarian
Veriu Randwick,no,yes,no,no,no,no,no,,,
"Holiday Inn Sydney Airport, an IHG Hotel",no,no,no,no,yes,no,no,Continental,Vegetarian,Halal
57Hotel,no,no,no,no,no,yes,yes,,,
Pullman Sydney Airport,no,no,no,yes,yes,no,no,Continental,Vegetarian,Gluten-free
Capella Sydney,no,no,no,no,no,no,no,,,
Vibe Hotel Sydney,no,yes,yes,no,no,no,yes,Continental,,
Novotel Sydney Parramatta,no,no,no,yes,no,no,yes,Continental,Full English/Irish,Vegetarian
The Porter House Hotel Sydney - MGallery,no,no,no,no,yes,no,no,Continental,Vegetarian,
The Star Grand Hotel and Residences Sydney,no,no,no,no,no,no,yes,,,
"Meriton Suites George Street, Parramatta",no,yes,no,no,no,no,yes,,,
Adina Apartment Hotel Chippendale,no,yes,no,no,no,no,no,,,
Punthill Parramatta,no,yes,no,yes,yes,no,no,,,
Mrs Banks Hotel,yes,no,yes,no,no,yes,yes,,,
The Urban Newtown,yes,yes,no,no,no,yes,yes,,,
YEHS Hotel Sydney Harbour Suites,yes,no,no,no,no,no,yes,,,
Sydney Harbour Marriott Hotel at Circular Quay,no,no,no,no,no,no,yes,Continental,American,
Radisson Blu Plaza Hotel Sydney,no,no,no,no,no,yes,no,Full English/Irish,Vegetarian,Gluten-free
QT Bondi,no,yes,no,no,no,yes,yes,,,
Crown Hotel Surry Hills,yes,no,no,yes,yes,no,no,,,
Punthill Parramatta,no,yes,no,yes,yes,no,no,,,
Quest Manly,yes,yes,no,no,no,no,yes,,,
Oxford House,yes,yes,no,no,yes,no,no,,,
Nightcap at the Ranch Hotel,no,yes,no,yes,yes,no,no,Continental,,
The Baxley Bondi,yes,no,no,no,no,yes,no,,,
Coogee Sands Hotel & Apartments,yes,yes,no,no,no,no,no,,,
Stamford Plaza Sydney Airport Hotel & Conference Centre,no,no,no,yes,no,no,no,Full English/Irish,American,
Amora Hotel Jamison Sydney,no,no,no,no,no,no,no,Continental,Full English/Irish,Gluten-free
Sydney Park Hotel,yes,no,yes,yes,yes,no,no,,,
No 9 Springfield,yes,yes,no,no,no,yes,yes,,,
ibis Sydney World Square,no,no,yes,no,no,no,no,American,,
Manly Pacific Sydney MGallery Collection,no,no,no,no,no,no,no,,,
Ovolo Woolloomooloo,yes,no,no,yes,yes,yes,no,Continental,Vegan,
The Sebel Quay West Suites Sydney,no,yes,no,no,no,no,no,Continental,Vegetarian,Vegan
The Branksome Hotel & Residences,no,yes,no,no,no,no,no,Continental,Full English/Irish,Vegetarian
Nesuto Parramatta,yes,no,no,yes,no,yes,no,Continental,Full English/Irish,Gluten-free
Vulcan Hotel Sydney,no,no,no,no,no,no,yes,Continental,Full English/Irish,Vegetarian
The Sebel Sydney Manly Beach,no,yes,no,no,no,yes,no,,,
The Albert Mosman,no,yes,no,no,yes,yes,no,,,
Harbour Rocks Hotel Sydney,no,no,no,yes,yes,no,no,Vegetarian,Gluten-free,
"InterContinental Sydney Double Bay, an IHG Hotel",no,yes,no,no,yes,no,no,Buffet,,
"Meriton Suites Coward Street, Mascot",no,yes,no,no,no,no,no,,,
Best Western Plus Camperdown Suites,no,yes,no,no,no,no,no,,,
Rydges Camperdown,yes,yes,no,no,no,yes,no,Continental,Full English/Irish,Vegetarian
Mantra Parramatta,no,no,no,no,no,no,no,American,,
Quest Manly,yes,yes,no,no,no,no,yes,,,
Veriu Broadway,no,yes,no,no,no,yes,no,,,
Swissotel Sydney,no,yes,no,no,yes,yes,no,Continental,Vegetarian,Asian
Hyde Park Inn,no,yes,no,no,no,no,no,Continental,,
"Holiday Inn Express Sydney Airport, an IHG Hotel",no,no,no,no,no,no,yes,Continental,Vegetarian,Gluten-free
Sofitel Sydney Darling Harbour,no,no,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
Coogee Sands Hotel & Apartments,yes,yes,no,no,no,no,no,,,
Four Seasons Hotel Sydney,no,no,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
Q Station,no,yes,no,no,no,yes,no,,,
Travelodge Hotel Hurstville Sydney,yes,no,no,yes,yes,no,no,Continental,,
Adina Apartment Hotel Bondi Beach Sydney,no,no,no,no,no,yes,yes,,,
Adina Apartment Hotel Coogee Sydney,no,yes,no,no,no,yes,no,,,
Macleay Hotel,no,no,no,yes,no,no,no,,,
Sydney Potts Point Central Apartment Hotel,yes,yes,no,no,no,no,yes,,,
Dive Hotel,yes,no,no,no,no,yes,no,,,
Rydges Sydney Airport Hotel,no,no,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
Quality Inn Sunshine Haberfield,yes,yes,no,no,no,yes,yes,,,
Hotel Bondi,no,yes,no,yes,yes,no,no,,,
Perouse Randwick by Sydney Lodges,yes,no,yes,no,no,no,yes,,,
SKYE Suites Green Square,no,no,no,yes,no,no,no,,,
The Hughenden Boutique Hotel,no,no,no,no,yes,no,no,,,
Ballantyne at Mosman - Serviced Apartments,yes,yes,yes,no,no,yes,no,,,
Metro Apartments On Darling Harbour,yes,yes,yes,no,no,yes,no,,,
Crown Towers Sydney,no,no,no,yes,yes,no,yes,,,
Novotel Sydney Central,no,yes,no,yes,no,no,no,Continental,,
The Branksome Hotel & Residences,no,yes,no,no,no,no,no,Continental,Full English/Irish,Vegetarian
"Holiday Inn & Suites Sydney Bondi Junction, an IHG Hotel",yes,yes,no,no,no,no,no,,,
Oaks Sydney North Ryde Suites,yes,no,yes,no,no,yes,yes,,,
Stay at Hotel Steyne,no,no,no,no,yes,no,no,Continental,Full English/Irish,Gluten-free
Royal Hotel Randwick,yes,yes,yes,yes,yes,yes,no,,,
PARKROYAL Parramatta,no,no,yes,no,yes,no,no,,,
Nesuto Parramatta,yes,no,no,yes,no,yes,no,Continental,Full English/Irish,Gluten-free
Oaks Sydney Castlereagh Suites,no,yes,yes,no,no,yes,no,,,
ibis Sydney Airport,no,no,yes,yes,yes,no,no,Continental,Full English/Irish,Vegetarian
"Kimpton Margot Sydney, an IHG Hotel",no,no,no,no,yes,no,no,Vegetarian,Vegan,Gluten-free
Citadines Walker North Sydney,yes,no,no,no,no,no,yes,,,
Twin Towers Inn,yes,yes,no,no,no,no,no,Continental,,
Mercure Sydney Parramatta,no,yes,no,no,no,no,yes,Continental,,
Mercure Sydney Manly Warringah,yes,yes,no,no,no,no,no,Continental,Full English/Irish,Vegetarian
SKYE Suites Sydney,no,yes,no,no,no,yes,no,,,
Adina Apartment Hotel Sydney Airport,no,yes,no,no,no,no,yes,,,
Ryde Inn,no,yes,no,no,no,no,no,American,,
"Four Points by Sheraton Sydney, Central Park",no,no,no,no,no,no,no,Buffet,,
BreakFree on Broadway Sydney,yes,yes,no,no,no,yes,yes,Continental,,
"Aerotel Sydney (Arrivals B, International Terminal 1)",yes,no,no,yes,no,no,no,Full English/Irish,Vegetarian,Vegan
Meriton Suites Zetland,no,yes,no,no,no,no,no,,,
"Meriton Suites Kent Street, Sydney",no,no,yes,no,no,no,yes,,,
Quest Mascot,no,yes,no,no,no,no,no,,,
Meriton Suites Bondi Junction,no,yes,no,no,no,no,yes,,,
Neutral Bay Lodge,yes,yes,yes,no,no,no,no,,,
Mantra Parramatta,no,no,no,no,no,no,no,American,,
Nesuto Woolloomooloo,yes,yes,yes,no,no,yes,yes,Continental,,
Zara Tower – Luxury Suites and Apartments,yes,yes,no,no,no,no,yes,,,
Mariners Court Hotel Sydney,yes,yes,no,no,no,no,no,Continental,American,
Darcy's Hotel,yes,yes,yes,no,no,yes,yes,,,
Rydges Sydney Harbour,no,no,no,yes,yes,no,no,Continental,Full English/Irish,Vegetarian
Veriu Broadway,no,yes,no,no,no,yes,no,,,
Shangri-La Sydney,no,no,no,no,yes,no,no,,,
Royal Pacific Hotel,yes,yes,no,no,no,no,no,Continental,Buffet,
Manly Paradise Motel & Apartments,yes,no,yes,no,no,yes,yes,,,
Pullman Sydney Olympic Park,no,no,no,no,no,no,no,Continental,Full English/Irish,Vegetarian
ibis Budget - Enfield,yes,no,yes,no,no,yes,no,Continental,,
Cozy M Hotel,yes,no,yes,no,no,no,no,Continental,,
Little Coogee Hotel,no,no,no,no,no,no,no,,,
Coogee Studio Apartments,yes,no,yes,no,no,yes,no,,,
The Bayswater Sydney,yes,no,yes,no,no,yes,yes,,,
"Meriton Suites Campbell Street, Sydney",no,no,no,no,no,no,no,,,
Penshurst Hotel,no,no,no,yes,yes,no,yes,,,
Meridian Hotel Hurstville,no,yes,no,yes,yes,no,yes,,,
Horse and Jockey Hotel Homebush,yes,no,yes,no,yes,no,no,,,
Royal Hotel Ryde,yes,no,yes,yes,yes,no,no,,,
Strathfield Executive Accommodation,yes,yes,yes,no,no,no,no,,,
Bayswater Boutique Lodge,yes,yes,yes,no,no,yes,no,,,
Quest at Sydney Olympic Park,no,no,no,no,no,no,no,,,
The Maisonette,yes,no,yes,no,no,yes,no,,,
Adina Apartment Hotel Bondi Beach Sydney,no,no,no,no,no,yes,yes,,,
Establishment Hotel,no,no,no,no,yes,no,no,Continental,Vegetarian,Gluten-free
Royal Exhibition Hotel,no,yes,no,yes,yes,yes,yes,,,
Garden Lodge Sydney Hotel,yes,yes,no,no,no,no,no,,,
Comfort Inn & Suites Burwood,no,yes,no,yes,no,no,yes,Continental,,
The North Shore Hotel,yes,yes,yes,no,no,yes,no,,,
Adina Apartment Hotel Coogee Sydney,no,yes,no,no,no,yes,no,,,
The Langham Sydney,no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Central Studio Hotel Sydney,yes,no,yes,no,no,yes,yes,,,
The Blenheim,yes,no,yes,no,no,yes,yes,,,
Meriton Suites North Sydney,no,no,no,no,no,no,yes,,,
Mantra Chatswood,no,yes,no,no,no,no,yes,,,
Meriton Suites Waterloo,no,yes,no,no,no,no,no,,,
Peppers Manly Beach,no,no,no,no,no,no,yes,,,
MGSM Executive Hotel & Conference Centre,yes,no,no,yes,no,no,no,Full English/Irish,,
"Meriton Suites Church Street, Parramatta",no,yes,yes,no,no,no,yes,,,
Markets Hotel,yes,no,no,yes,yes,no,no,,,
ibis Budget - St Peters,yes,no,yes,no,no,yes,no,,,
Meriton Suites Chatswood,no,yes,yes,no,no,no,no,,,
Beach Road Hotel,yes,yes,no,yes,yes,no,no,,,
Park Regis Concierge Apartments,yes,yes,yes,no,no,no,yes,,,
"Meriton Suites World Tower, Sydney",no,yes,no,no,no,no,no,,,
ibis budget Sydney Airport,no,yes,no,no,no,yes,no,,,
"Meriton Suites Pitt Street, Sydney",no,yes,no,no,no,no,yes,,,
"Meriton Suites Sussex Street, Sydney",no,no,yes,no,no,no,yes,,,
Sydney Potts Point Central Apartment Hotel,yes,yes,no,no,no,no,yes,,,
Savoy Double Bay Hotel,yes,yes,no,no,no,yes,no,,,
ibis Budget Sydney Olympic Park,no,yes,no,no,no,yes,no,Continental,Gluten-free,
UNO Hotel Sydney,yes,yes,no,no,no,yes,yes,,,
Melton Hotel Auburn,yes,yes,yes,yes,yes,no,no,,,
Blues Point Hotel,no,no,yes,yes,yes,no,no,,,
Ballantyne at Mosman - Serviced Apartments,yes,yes,yes,no,no,yes,no,,,
Illinois Hotel,yes,no,yes,yes,yes,no,no,,,
Hotel Concord,yes,yes,yes,no,yes,no,no,,,
Charing Cross Hotel,no,yes,yes,no,yes,no,no,,,
"Carnarvon Lodge Kirribilli, Sydney",yes,yes,yes,no,no,yes,no,,,
Wentworth Hotel,no,no,no,yes,yes,no,no,,,
Hurstville Ritz Hotel,yes,yes,no,yes,yes,no,no,,,
Rosehill Hotel,yes,yes,no,no,yes,no,no,,,
Hotel St Leonards,yes,yes,no,no,no,no,no,Continental,,
Campsie Hotel,yes,no,yes,yes,no,no,no,,,
Granville Hotel,yes,yes,yes,no,yes,no,no,,,
Greenacre Hotel,yes,yes,yes,no,yes,no,no,,,
Wiley Park Hotel,yes,yes,no,no,yes,no,no,,,
Grand Hotel Rockdale,yes,yes,no,yes,yes,no,no,,,
Shakespeare Hotel,no,no,yes,yes,yes,no,no,,,
COQ Hotel Paris,no,no,no,no,yes,no,no,Continental,,
Sonder Le Frochot,yes,no,yes,no,no,no,yes,Continental,,
HotelF1 Paris Saint Ouen Marché Aux Puces,yes,no,no,no,no,yes,yes,Continental,,
Hôtel Résidence De Bruxelles,yes,yes,no,no,no,yes,yes,,,
Hotel Europe BLV,yes,yes,yes,no,no,yes,no,,,
Cactus,yes,yes,no,no,no,yes,no,Continental,,
Arian Hôtel,yes,yes,yes,no,no,yes,yes,Continental,,
HOTEL ABOUKIR,yes,yes,yes,no,no,yes,no,,,
Prince Monceau,yes,no,yes,no,no,yes,yes,Continental,,
Ideal Hotel,yes,no,yes,no,no,yes,no,,,
Hôtel Viator,yes,yes,no,no,no,yes,no,,,
Tipi,yes,yes,no,no,no,yes,yes,Continental,,
Relais Bergson,yes,yes,yes,no,no,yes,no,Continental,,
ibis budget Paris Porte De Montmartre,yes,no,no,no,no,no,yes,Continental,,
Hotel Ariane Montparnasse by Patrick Hayat,yes,yes,yes,no,no,yes,yes,Continental,,
Motel One Paris-Porte Dorée,yes,no,no,no,yes,no,yes,Continental,,
Hotel du Globe 18,yes,no,yes,no,no,yes,no,Continental,,
Hotel Hippodrome,yes,no,yes,no,no,yes,no,Continental,,
Hotel de l'Europe,yes,no,yes,no,no,yes,yes,,,
Virgina,yes,yes,no,no,no,no,yes,Continental,,
Hôtel Richard,yes,yes,no,no,no,yes,no,,,
A la Pinte du Nord,yes,no,no,no,yes,yes,no,Continental,,
Parc Hotel,yes,no,no,no,no,yes,yes,Continental,,
Hotel Atelier Vavin,yes,yes,yes,no,no,yes,yes,Continental,,
L'Espérance,yes,yes,yes,no,no,no,no,,,
HOTEL LOUVAIN,yes,no,yes,no,no,yes,no,Continental,Buffet,
Au Pacific Hotel,yes,yes,yes,no,no,yes,yes,Continental,,
Angleterre Hotel,yes,yes,yes,no,no,yes,yes,Continental,,
Hôtel de la Terrasse,yes,yes,yes,no,no,yes,no,,,
Hotel Le Clos d'Alésia,yes,yes,no,no,yes,no,yes,,,
hotelF1 Paris Porte de Châtillon,yes,yes,yes,no,no,no,yes,Continental,,
ibis Budget Paris Nord 18ème,yes,no,no,no,no,yes,yes,Continental,,
Grand Hôtel de Clermont,yes,yes,no,no,yes,yes,no,,,
Hotel Mimosa Paris,yes,yes,yes,no,no,no,no,,,
ibis Paris Gare du Nord Château Landon 10ème,no,no,no,no,no,yes,yes,Continental,Gluten-free,
Mary's Hotel République,yes,yes,no,no,no,yes,yes,Continental,,
Hipotel Paris Montmartre Gare du Nord,yes,no,yes,no,no,yes,no,,,
FM Hotel,yes,yes,yes,no,no,yes,no,,,
Hipotel Paris Voltaire Bastille,yes,yes,yes,no,no,yes,yes,,,
Picardy Hôtel-Gare du Nord,yes,no,no,no,no,yes,yes,,,
Hôtel du Centre,yes,yes,no,no,yes,no,no,,,
Hotel Terminus Montparnasse,yes,yes,yes,no,no,no,no,Gluten-free,Buffet,
Solar Hotel,yes,yes,no,no,no,yes,yes,Continental,,
Hotel de Nesle,yes,no,yes,no,no,no,no,,,
Résidence Clignancourt,yes,yes,yes,no,yes,yes,no,,,
Courcelles Etoile,yes,no,no,no,no,no,yes,,,
Excelsior Batignolles,yes,yes,no,no,no,no,yes,Continental,,
Modern Hotel,yes,yes,yes,no,no,yes,no,Continental,,
B&B HOTEL Paris 17 Batignolles,no,no,no,yes,yes,no,yes,Continental,,
B&B HOTEL Paris Porte des Lilas,yes,no,no,no,yes,no,no,Continental,,
VLH Montparnasse Eiffel,yes,no,no,no,no,no,yes,Buffet,,
Hotel Liberty,yes,no,no,no,no,yes,no,Continental,,
Hotel De La Poste,no,no,yes,no,yes,yes,no,Continental,,
Hotel The Playce by Happyculture,no,no,no,no,yes,no,no,Continental,Vegetarian,
Hôtel de l'Europe,yes,yes,yes,no,no,yes,no,Continental,,
Hôtel Lodge In Paris 13,yes,no,no,no,no,yes,yes,Continental,,
Ménil Bon Temps,yes,yes,yes,yes,no,yes,no,Continental,,
Hotel Paris Bercy,yes,no,yes,no,no,no,no,Continental,,
Hôtel de Lorraine,yes,yes,yes,no,no,yes,yes,,,
Hotel Agenor,yes,yes,no,no,no,yes,yes,Continental,Halal,
Hotel Belfort,yes,yes,no,no,no,yes,yes,Continental,,
Le Petit Borda,yes,no,yes,no,no,no,no,,,
Hôtel Liège Strasbourg,yes,yes,no,no,yes,yes,yes,Continental,,
Hôtel Léonard de Vinci II,yes,no,yes,yes,yes,no,no,Continental,,
Hotel Puy De Dôme,yes,no,yes,no,no,yes,yes,,,
Au Royal Mad,yes,yes,no,no,no,yes,no,,,
New Hotel Saint Lazare,yes,no,no,no,no,yes,yes,,,
Hotel Audran,yes,no,no,no,no,yes,yes,Continental,,
Hôtel Du Mont Dore Batignolles,yes,yes,no,no,no,yes,yes,Continental,,
Hotel Elysees Opera,no,no,no,no,no,no,yes,Continental,Vegetarian,Vegan
Hôtel Montsouris Orléans,yes,yes,yes,no,no,yes,no,Continental,,
Belambra City - Magendie,yes,yes,no,no,no,yes,yes,Continental,Buffet,
Appart'City Classic Paris La Villette,yes,no,no,no,no,no,yes,Continental,Vegetarian,Gluten-free
Auriane Porte De Versailles,yes,yes,no,no,no,no,no,Continental,,
Grand Hôtel De L'Europe,yes,yes,yes,no,no,yes,yes,,,
Hotel le 18 Paris,yes,no,no,no,no,yes,yes,Continental,Gluten-free,American
Hôtel du Square d'Anvers,yes,yes,no,no,no,yes,yes,Continental,,
Bertha,yes,no,yes,no,no,yes,no,Continental,,
Hipotel Paris Gare du Nord Merryl,yes,no,yes,no,no,yes,yes,,,
Le Grey Hotel,no,no,no,no,yes,no,no,Continental,Gluten-free,
Hôtel Des Fontaines,yes,yes,no,no,no,yes,no,,,
Hôtel du Quai de Seine,yes,yes,no,no,no,yes,yes,Continental,,
Hôtel de Choisy,yes,no,yes,no,no,yes,no,Continental,,
Hotel Riviera Renovated,yes,yes,yes,no,no,yes,yes,,,
Hipotel Paris Gambetta République,no,no,no,no,no,no,no,,,
Hotel Telemaque,yes,yes,no,no,no,yes,no,,,
Hotel d'Orléans Paris Gare de l'Est,yes,no,yes,no,no,yes,no,,,
Grand Hôtel Magenta,yes,yes,no,no,no,yes,yes,,,
Lennon Hotel Paris Gare du Nord,yes,yes,no,no,no,no,yes,Continental,,
Jeff Hotel,yes,yes,no,no,no,yes,yes,Continental,,
Louisa Hotel Paris,yes,no,no,no,no,no,yes,Continental,,
citizenM Paris Opera,yes,no,no,yes,yes,no,yes,Vegetarian,Vegan,Gluten-free
Hôtel du Maine,no,yes,yes,no,yes,no,yes,Continental,,
Hotel Phenix Paris,no,no,yes,no,yes,yes,yes,Continental,,
Atelier Montparnasse Hôtel,yes,yes,no,no,no,yes,yes,Continental,,
Nouvel Hôtel Eiffel,yes,yes,no,no,no,yes,yes,Continental,,
Hotel Des Arts,yes,yes,yes,no,no,no,no,,,
Elysees Niel Hotel,yes,no,no,no,no,yes,yes,Continental,,
Hôtel Ambassadeur,yes,yes,yes,no,no,yes,yes,,,
Hôtel Kabanel,yes,yes,no,no,no,yes,yes,Continental,,
Hotel Luxia,yes,yes,yes,no,no,yes,yes,Continental,,
Hôtel Central Bastille,no,no,yes,no,no,no,no,,,
Hotel Splendor Elysées,yes,no,yes,no,no,yes,yes,Continental,,
Manolita Paris,no,yes,no,no,yes,no,yes,Continental,American,
citizenM Paris Gare de Lyon,yes,no,no,yes,yes,no,yes,Vegetarian,Vegan,
Grand Hôtel Amelot,yes,yes,no,no,no,no,yes,Continental,,
Austin's Saint Lazare Hotel,yes,yes,no,no,no,yes,yes,,,
Austin's Arts Et Metiers Hotel,yes,yes,no,no,no,no,yes,Continental,Gluten-free,
Hôtel Eiffel Saint Charles,yes,no,no,no,yes,no,yes,Continental,,
Esteem Tour Eiffel,yes,no,no,no,no,yes,yes,Buffet,,
Grand Hotel Dore,yes,no,no,no,no,yes,yes,Continental,,
Hôtel de Banville,yes,no,no,no,yes,no,yes,Continental,,
Grand Hotel Francais,no,no,no,no,no,no,yes,Continental,,
Victory Hotel Galou,yes,yes,yes,no,no,yes,no,Continental,,
Hipotel Paris Père-Lachaise République,yes,yes,yes,no,no,yes,yes,Continental,Buffet,
Hôtel Avama Prony,yes,yes,no,no,no,no,yes,,,
Hotel Little Regina,yes,yes,no,no,no,yes,yes,Continental,,
Hipotel Paris Printania Maraichers,yes,yes,yes,no,no,yes,yes,,,
Hôtel Lebron,yes,no,yes,no,no,yes,yes,,,
D'win,yes,yes,no,no,no,yes,no,Continental,,
Romance Malesherbes by Patrick Hayat,yes,yes,yes,no,no,yes,yes,Continental,,
Grand Hôtel De Turin,no,no,yes,no,yes,no,yes,Continental,,
Hôtel De Paris Opera,yes,yes,no,no,no,yes,yes,Continental,,
Comfort Hotel Nation Père Lachaise,yes,yes,no,no,no,yes,yes,Continental,,
Avenir Hotel Montmartre,yes,yes,no,no,no,yes,yes,Continental,,
55 Hôtel Montparnasse,yes,yes,yes,no,no,no,yes,,,
Libertel Canal Saint Martin,yes,yes,no,no,no,no,yes,Continental,Gluten-free,
Hôtel Ambre,yes,no,yes,no,no,no,no,,,
Alyss Saphir Cambronne Eiffel,yes,no,yes,no,no,yes,yes,Continental,,
STYLE HOTEL,yes,yes,yes,no,no,yes,yes,,,
Reims Hotel,yes,yes,yes,no,no,yes,yes,Continental,,
Color Design Hotel,yes,yes,no,no,yes,no,yes,,,
Hôtel Apollo Opéra,yes,no,no,no,no,no,yes,Continental,Buffet,
ibis Paris Porte de Montreuil,no,no,no,no,no,no,yes,Continental,Gluten-free,
Adagio Paris 19ème Cité de la Musique,yes,yes,no,no,no,yes,yes,Continental,,
Hotel Paris Villette,yes,yes,no,no,no,no,yes,Continental,,
ibis Paris Nation Davout,yes,no,yes,no,no,no,yes,Continental,,
Maison Du Pré,yes,yes,no,no,yes,yes,yes,Continental,,
MEININGER Hotel Paris Porte de Vincennes,no,yes,no,no,yes,no,no,Continental,,
ibis budget Porte D'Orleans,yes,no,no,no,no,no,yes,Continental,,
Hôtel Eiffel XV,yes,yes,no,no,no,yes,no,,,
Hôtel Maât Etoile,yes,no,yes,no,no,no,no,,,
Hôtel des Beaux Arts,yes,yes,yes,no,no,yes,no,Continental,Buffet,
Makom Pereire,yes,yes,no,no,no,yes,yes,Continental,Buffet,
L'Adresse,yes,no,no,no,no,yes,yes,Continental,Halal,
Timhotel Tour Eiffel,no,no,no,no,no,no,yes,Continental,Buffet,
Apollon Montparnasse,no,yes,no,no,no,no,yes,Continental,,
Hipotel Paris Belgrand Mairie du 20ème,yes,no,yes,no,no,yes,yes,,,
Hotel Modern Est,yes,yes,yes,no,no,yes,yes,,,
Royal Wagram,yes,yes,no,no,no,yes,yes,Continental,,
Hôtel Du Brésil,yes,yes,no,no,no,yes,yes,Continental,,
Hôtel Jarry Confort,yes,yes,no,no,no,yes,no,Continental,,
Ibis Styles Paris Crimée La Villette,yes,no,yes,no,no,yes,yes,Halal,Gluten-free,
Hôtel Lumières Montmartre Paris,yes,yes,no,no,no,no,yes,Continental,,
Hipotel Paris Bastille Saint Antoine,yes,no,yes,no,no,yes,no,,,
Hipotel Paris buttes chaumont Belleville,yes,no,yes,no,no,yes,yes,Continental,,
Hôtel de Genève,yes,yes,no,no,no,yes,yes,,,
Hotel Pilime,yes,yes,no,no,no,yes,yes,,,
Hotel des Bains,yes,yes,no,no,no,no,yes,,,
Amélie Hotel,yes,no,yes,no,no,yes,no,Continental,,
ibis budget Paris Porte de Vincennes,yes,no,yes,no,no,yes,yes,Continental,,
St Christopher's Budget Hotel Paris - Gare du Nord,no,no,no,no,yes,no,yes,Continental,,
Hotel la Perle Montparnasse,yes,yes,yes,no,no,yes,no,Continental,,
Hotel Royal Mansart,yes,yes,yes,no,no,yes,no,Continental,,
Hôtel de Ménilmontant,yes,no,yes,no,no,yes,yes,,,
New Hôtel Gare Du Nord,yes,no,no,no,no,yes,yes,Continental,,
OKKO Hotels Paris Rosa Parks,no,no,no,yes,yes,no,yes,,,
ibis Paris 17 Clichy-Batignolles,no,yes,no,no,no,yes,yes,Continental,American,
Hôtel Coypel by Magna Arbor,yes,yes,no,no,no,no,yes,Continental,,
Hotel Nation Montmartre,yes,yes,no,no,no,yes,no,Buffet,,
Chatillon Paris Montparnasse,yes,no,no,no,no,no,yes,,,
Modern's Hotel,yes,no,no,no,no,yes,no,,,
Amadeus Hotel,yes,no,no,no,no,yes,yes,Continental,Buffet,
Hôtel Média,yes,yes,yes,no,no,yes,yes,,,
